# What each character's achievements said, and when. Not shipped.
# Safe to delete, at the cost of one cold pass -- which is not cheap here.
demonhome-raden	2026-09-11 14:42:25	2430	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
devz-pagle	2026-09-11 14:42:35	2204	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
diaozhale-pagle	2026-09-11 14:42:22	2522	
diddyjones-pagle	2026-09-11 14:42:25	2409	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
diella-raden	2026-09-11 14:42:33	2221	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093
dirtysoap-raden	2026-09-11 14:42:31	2243	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266,5267
Ðjsnake-raden	2026-09-11 14:42:32	2225	
dojamonktwo-pagle	2026-09-11 14:42:25	2396	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
dojareborn-pagle	2026-09-11 14:42:31	2243	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
droqtt-raden	2026-09-11 14:42:40	2162	399,400,401,402,403,405,1159,1174,2090,2092,2093
drøse-raden	2026-09-11 14:42:37	2183	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093,5266
Ðßøzxs-raden	2026-09-11 14:42:42	2131	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
dunkyb-raden	2026-09-11 14:42:42	2139	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
dwl-raden	2026-09-11 14:42:36	2197	399,400,401,402,403,405,406,1159,1160,1174,2090,5266
edshearin-pagle	2026-09-11 14:42:43	2129	399,400,401,402,403,1159,1174,2090,2092,2093
eka-raden	2026-09-11 14:42:28	2309	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
elcubano-raden	2026-09-11 14:42:34	2208	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
eldiablobbx-raden	2026-09-11 14:42:36	2544	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
electabuzz-raden	2026-09-11 14:42:31	2238	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
eljuandiego-pagle	2026-09-11 14:42:38	2179	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266,5267
elyandris-raden	2026-09-11 14:42:32	2309	399,400,401,402,403,405,406,1159,1160,1174,2090
erroo-raden	2026-09-11 14:42:41	2137	399,400,401,1174
eustaquio-raden	2026-09-11 14:42:26	2382	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093,5266
exxor-raden	2026-09-11 14:42:42	2138	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
eziø-raden	2026-09-11 14:42:26	2391	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
faex-arugal-au	2026-09-11 14:42:24	2522	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
faiderh-nazgrim	2026-09-11 14:42:31	2255	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
faiders-raden	2026-09-11 14:42:28	2298	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
farminaura-pagle	2026-09-11 14:42:26	2391	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
fatgirlsxxl-raden	2026-09-11 14:42:35	2203	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093
feliixthecat-lei-shen	2026-09-11 14:42:28	2296	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
fellixthecat-lei-shen	2026-09-11 14:42:38	2171	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
fellixthecat-pagle	2026-09-11 14:42:30	2281	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
fhiziod-raden	2026-09-11 14:42:38	2176	399,400,401,402,403,404,406,407,1159,1161,1174,2090,2091,2092,2093
firecano-raden	2026-09-11 14:42:25	2404	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
fistofdiddy-pagle	2026-09-11 14:42:38	2174	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093
flato-raden	2026-09-11 14:42:40	2154	399,400,401,402,403,405,1159,1160,1174,2090
flatsixx-pagle	2026-09-11 14:42:34	2203	399,400,401,402,1159,1174,2090,2092,2093
forbes-pagle	2026-09-11 14:42:37	2190	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
fotmwarrs-raden	2026-09-11 14:42:38	2175	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093
fotosyntetic-raden	2026-09-11 14:42:40	2158	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
frenzywinz-raden	2026-09-11 14:42:38	2171	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266
gamßezee-raden	2026-09-11 14:42:27	2330	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
gånnicus-raden	2026-09-11 14:42:22	2644	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266,5267
garbagedruid-raden	2026-09-11 14:42:41	2153	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
gcsurv-raden	2026-09-11 14:42:42	2130	399,400,401,402,403,405,1160,1174,2090,2091,2092,2093,5266,5267
gigasimpx-pagle	2026-09-11 14:42:42	2132	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
gnarlyshotz-pagle	2026-09-11 14:42:43	2126	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093
goofygoofer-raden	2026-09-11 14:42:43	2123	399,400,401,402,403,1159,1174,2090,2092,2093
gørdàwg-pagle	2026-09-11 14:42:31	2238	
gordonslaya-pagle	2026-09-11 14:42:30	2282	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
grêéñ-arugal-au	2026-09-11 14:42:32	2231	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
griffdk-raden	2026-09-11 14:42:27	2366	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
griff-raden	2026-09-11 14:42:22	2632	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
guesswho-pagle	2026-09-11 14:42:24	2437	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266,5267
guhnup-pagle	2026-09-11 14:42:31	2237	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
gúrú-pagle	2026-09-11 14:42:36	2200	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
hairyarms-raden	2026-09-11 14:42:36	2198	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
hazi-galakras	2026-09-11 14:42:42	2154	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093,5266
healsforyou-raden	2026-09-11 14:42:39	2164	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
healsondek-pagle	2026-09-11 14:42:42	2131	399,400,401,402,403,405,406,407,1159,1160,1174
hifvckface-raden	2026-09-11 14:42:27	2327	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093,5266
highwaymanx-pagle	2026-09-11 14:42:43	2123	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093
honorbuddy-raden	2026-09-11 14:42:22	2641	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
horculez-pagle	2026-09-11 14:42:40	2157	399,400,401,402,403,405,1159,1174,2090,2092,2093
høtspøtxøxø-raden	2026-09-11 14:42:32	2215	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093
icarú-raden	2026-09-11 14:42:24	2458	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
ilnicoll-pagle	2026-09-11 14:42:42	2131	399,400,401,402,403,405,1159,1174,2090,2093
impería-pagle	2026-09-11 14:42:29	2292	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093
imperïa-pagle	2026-09-11 14:42:31	2256	399,400,401,402,403,404,405,406,407,1159,1174,2090,2092,2093
imwogginhere-pagle	2026-09-11 14:42:36	2196	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266
indurate-raden	2026-09-11 14:42:31	2262	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266,5267
inkárri-arugal-au	2026-09-11 14:42:32	2231	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
inorie-raden	2026-09-11 14:42:43	2136	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
iq-raden	2026-09-11 14:42:31	2248	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
isaac-raden	2026-09-11 14:42:27	2368	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093,5266,5267
jasei-raden	2026-09-11 14:42:27	2339	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
jasey-raden	2026-09-11 14:42:25	2394	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
jazzwar-pagle	2026-09-11 14:42:40	2163	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
jcdk-raden	2026-09-11 14:42:25	2425	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
jerth-raden	2026-09-11 14:42:30	2249	
jetá-raden	2026-09-11 14:42:36	2200	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093
jimmyjunya-raden	2026-09-11 14:42:26	2369	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093
jïsätg-pagle	2026-09-11 14:42:39	2164	399,400,401,1159,1174,2090,2092,2093
jkorbbot-raden	2026-09-11 14:42:40	2168	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093
joelrollan-raden	2026-09-11 14:42:40	2155	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2092,2093,5266
juicedaddy-pagle	2026-09-11 14:42:38	2213	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
kaijoü-raden	2026-09-11 14:42:23	2536	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
kartika-raden	2026-09-11 14:42:28	2308	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
kenquit-pagle	2026-09-11 14:42:21	2641	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093,5266
kerara-galakras	2026-09-11 14:42:31	2257	399,400,401,402,403,405,1159,1174,2090,2092,2093
kerm-pagle	2026-09-11 14:42:31	2237	399,400,401,402,1159,1174,2090,2092,2093
kerrypetty-pagle	2026-09-11 14:42:39	2160	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093
khanofwind-pagle	2026-09-11 14:42:37	2186	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
kiyos-nazgrim	2026-09-11 14:42:22	2570	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
kiyos-pagle	2026-09-11 14:42:25	2397	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266,5267
klept-raden	2026-09-11 14:42:43	2122	399,400,401,1159,1174,2090
korlicww-raden	2026-09-11 14:42:29	2301	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
kosovô-benediction	2026-09-11 14:42:29	2311	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093
koval-nazgrim	2026-09-11 14:42:23	2527	399,400,401,402,403,405,406,407,1159,1174,2090,2091,2092,2093
koval-raden	2026-09-11 14:42:22	2571	399,400,401,402,403,405,406,407,1159,1174,2090,2091,2092,2093
kratøs-galakras	2026-09-11 14:42:25	2404	399,400,401,402,406,407,1159,1174
kyokushinkai-raden	2026-09-11 14:42:29	2271	
larvá-raden	2026-09-11 14:42:23	2469	
lcdtm-raden	2026-09-11 14:42:34	2203	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
lebenn-pagle	2026-09-11 14:42:29	2304	399,400,401,402,403,405,406,1159,1160,1174,2090,2092,2093,5266
letmetrap-pagle	2026-09-11 14:42:29	2268	
letmetrapx-raden	2026-09-11 14:42:22	2561	
leyben-pagle	2026-09-11 14:42:30	2252	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
lilbonk-galakras	2026-09-11 14:42:40	2159	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
liopleurodon-nazgrim	2026-09-11 14:42:39	2186	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093
liusu-pagle	2026-09-11 14:42:27	2313	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
lolilpop-pagle	2026-09-11 14:42:31	2250	399,400,401,402,403,405,1159,1174,2090,2092,2093
lolohwow-raden	2026-09-11 14:42:29	2299	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266
lonestarx-raden	2026-09-11 14:42:30	2279	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
lostdata-raden	2026-09-11 14:42:33	2297	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
lsx-raden	2026-09-11 14:42:29	2299	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
lucasdepedra-raden	2026-09-11 14:42:34	2206	399,400,401,402,403,1159,1174,2090,2092,2093
lumineth-pagle	2026-09-11 14:42:36	2195	399,400,401,402,403,1159,1174,2090,2092,2093
lvl-raden	2026-09-11 14:42:31	2248	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
madam-pagle	2026-09-11 14:42:28	2296	399,400,401,1159,1174,2090
magician-arugal-au	2026-09-11 14:42:23	2649	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
magnusz-nazgrim	2026-09-11 14:42:30	2272	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
mag-raden	2026-09-11 14:42:34	2218	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
majikx-raden	2026-09-11 14:42:23	2527	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
masondixon-pagle	2026-09-11 14:42:33	2209	
mastashifuu-pagle	2026-09-11 14:42:21	2600	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093
meatballgun-lei-shen	2026-09-11 14:42:40	2160	399,400,401,402,403,405,1159,1160,1174,2090,2093
meatbolt-raden	2026-09-11 14:42:37	2186	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
menotsmart-raden	2026-09-11 14:42:28	2313	399,400,401,402,403,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266,5267
mindprison-raden	2026-09-11 14:42:40	2146	
minutex-raden	2026-09-11 14:42:23	2491	399,400,401,402,403,405,1159,1174,2090,2091,2092,2093
miposhká-raden	2026-09-11 14:42:22	2550	
mitchelada-pagle	2026-09-11 14:42:39	2190	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
mitchelada-raden	2026-09-11 14:42:42	2142	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
mmrcat-raden	2026-09-11 14:42:30	2284	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
mojo-raden	2026-09-11 14:42:26	2377	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
momentum-raden	2026-09-11 14:42:26	2339	
monuei-raden	2026-09-11 14:42:29	2306	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
mòónfirebeam-raden	2026-09-11 14:42:29	2299	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2091,2092,2093,5266
mopples-arugal-au	2026-09-11 14:42:38	2201	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
mp-raden	2026-09-11 14:42:43	2129	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266
mwgødx-raden	2026-09-11 14:42:26	2372	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093
mwk-pagle	2026-09-11 14:42:31	2237	
mwwardiscord-nazgrim	2026-09-11 14:42:29	2303	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
napigmalvin-raden	2026-09-11 14:42:24	2449	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093,5266
nattypriest-pagle	2026-09-11 14:42:38	2178	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
nattywarrior-raden	2026-09-11 14:42:25	2392	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
neat-immerseus	2026-09-11 14:42:34	2204	399,400,401,1159,1174,2090,2092,2093
nebubanana-raden	2026-09-11 14:42:33	2224	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
nebugrape-raden	2026-09-11 14:42:25	2422	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
nebupeach-nazgrim	2026-09-11 14:42:27	2346	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
nebuplum-raden	2026-09-11 14:42:25	2394	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
necrodo-pagle	2026-09-11 14:42:42	2133	399,400,401,402,403,405,1159,1160,1174,2090,2093
nenami-raden	2026-09-11 14:42:36	2200	399,400,401,402,403,405,406,1159,1160,1174,2090,2091,2092,2093,5266
nerdslayer-raden	2026-09-11 14:42:21	2601	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
ngmi-pagle	2026-09-11 14:42:39	2175	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093,5266
nguyen-raden	2026-09-11 14:42:31	2250	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
nihcnims-pagle	2026-09-11 14:42:43	2130	399,400,401,402,403,405,1159,1160,1174,2090,2092,2093
nocarry-raden	2026-09-11 14:42:25	2418	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
nodisponíble-raden	2026-09-11 14:42:23	2465	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266,5267
noneedrdruid-raden	2026-09-11 14:42:37	2179	399,400,401,402,403,405,1159,1160,1174,2090,2091,2092,2093,5266,5267
nuzzles-raden	2026-09-11 14:42:30	2276	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2092,2093,5266
nyctrius-raden	2026-09-11 14:42:43	2124	399,400,401,402,403,404,405,406,407,1159,1160,1174,2090,2092,2093
nzx-raden	2026-09-11 14:42:22	2633	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266,5267
oldmanjasey-raden	2026-09-11 14:42:22	2583	399,400,401,402,403,404,405,406,407,1159,1160,1161,1174,2090,2091,2092,2093,5266
